province,Invasion,Chemical control,Mowing 1st,Waterlogging,Waterlogging 2,Mowing 2nd,Recurring,Bio Sub,date,No change,removal_rate
SD,0.3352,0.3186,1.3548,5.9303,0.1197,0.3356,17.478,0.0161,2024-03-01,0.0,94.74170689724708
SD,0.3981,1.3054,5.8591,4.2763,0.0,2.8868,29.5525,0.0803,2024-04-01,0.0,94.54158073316171
SD,0.8168,0.0,8.5783,8.4477,0.0,5.1424,11.3363,0.1045,2024-05-01,0.0,94.56605003892984
SD,0.1361,0.0,5.4625,19.0943,0.7726,6.4901,0.9259,0.1126,2024-06-01,0.0,94.68713738985657
SD,0.0079,0.4777,1.1534,11.3837,0.032,6.5741,1.89,0.0241,2024-07-01,0.0,94.75227393471958
SD,0.3444,10.5123,1.7992,0.5353,0.0,7.6132,2.1916,0.2011,2024-08-01,0.0,94.93425541690232
SD,0.0,31.9427,14.2012,0.1029,0.0,37.7023,0.008,7.1191,2024-09-01,0.0,95.7946238747316
SD,0.0,17.7616,10.0068,1.6385,0.0,2.6714,0.2007,1.0761,2024-10-01,0.0,96.10494503898784
SD,0.008,4.7864,1.2274,9.4954,0.0,0.9058,0.471,0.2005,2024-11-01,0.0,96.17112217586765
SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-01,1362.6624,96.17112217586765
SH,56.5083,4.1864,208.2926,0.0,0.0,0.0,0.0,0.7253,2020-01-01,4654.042,1.24253716898316
SH,37.935,0.0,5.0123,0.0,0.0,0.0,0.0,1.7598,2020-02-01,1966.1776,1.2718481552551952
SH,68.8153,0.0,19.0337,0.0,0.0,0.0,47.4285,2.5971,2020-03-01,0.0,1.1058007133628478
SH,119.8064,0.0,36.0116,0.0,0.0,0.0,48.9507,1.6296,2020-04-01,0.9929,1.0301352938004937
SH,166.9809,0.0,5.26,0.0,0.0,0.0,23.9164,0.0085,2020-05-01,0.0,0.9210361807614698
SH,398.6268,0.2047,29.8001,0.0,0.0594,1.9357,76.944,0.5114,2020-06-01,0.0,0.6582115497320684
SH,335.9382,0.872,68.1135,0.0,0.0,6.9445,25.4175,0.3146,2020-07-01,0.0,0.9535991350852702
SH,16.5354,0.1019,116.0211,0.0,0.0,1.4312,0.1623,0.1712,2020-08-01,0.0,1.640084854085988
SH,50.129,0.0,54.6956,0.0,0.0,0.2986,2.3672,0.0424,2020-09-01,0.0,1.947837637147265
SH,123.0358,0.017,20.1835,0.0,0.0,0.0085,24.1716,0.0085,2020-10-01,0.0,1.9246650987514102
SH,122.542,0.0595,12.0075,0.0,0.0,0.0086,22.9998,0.0,2020-11-01,0.0,1.8607824348580104
SH,158.1268,0.0171,5.189,0.0,0.0,0.5807,17.2247,0.0,2020-12-01,0.0,1.7938957501262731
SH,17.3468,0.017,5.2904,0.0,0.0,0.1538,7.7955,0.0,2021-01-01,0.0,1.7802452034202165
SH,5.2065,0.0,81.4269,0.0,0.0,2.3621,3.4872,0.0255,2021-02-01,0.0,2.249835003994649
SH,17.9756,0.0,50.84,0.0,0.0,7.6628,5.9507,0.1196,2021-03-01,0.0,2.5571497859642522
SH,149.5831,0.0,16.1515,0.0,0.0,0.8194,44.6547,0.1189,2021-04-01,0.0,2.39526013814636
SH,451.2269,0.0,7.0246,0.0,0.0,0.8114,54.8506,0.0255,2021-05-01,0.0,2.1203276131209536
SH,196.9739,0.0,121.0653,0.0,0.0,0.1788,17.0833,0.8719,2021-06-01,0.0,2.7294403515610743
SH,78.8818,0.017,36.1808,0.3396,0.0,2.9623,12.5835,1.919,2021-07-01,0.0,2.884855302333611
SH,82.5164,0.0,70.7231,2.5218,0.0,6.745,8.0482,2.7168,2021-08-01,0.0,3.2908098014469145
SH,14.4956,0.0,32.2767,0.0,0.0,3.4967,1.2499,1.6453,2021-09-01,0.0,3.492696726523692
SH,19.1404,0.0,46.0035,0.5693,0.0,8.2427,3.7546,0.2817,2021-10-01,0.0,3.7879620926136615
SH,8.8882,0.0,52.6232,0.0085,0.0,6.5898,2.6709,0.0255,2021-11-01,0.0,4.11860964301799
SH,4.6577,0.0,43.8594,0.0,0.0,2.5727,2.1642,0.1275,2021-12-01,0.0,4.377479983817933
SH,13.4002,0.0,12.8737,0.0,0.0,0.7897,8.2967,0.1191,2022-01-01,0.0,4.4088634345343936
SH,22.8413,0.0,11.1166,0.0,0.0,0.9179,24.2755,0.4437,2022-02-01,0.0,4.337280372276364
SH,21.6477,0.0,2.6454,0.0,0.0,0.2045,27.3644,0.3162,2022-03-01,0.0,4.193924193882093
SH,120.7607,0.0,6.2721,0.0,0.0,0.1703,59.3184,1.9645,2022-04-01,0.0,3.8847153057230077
SH,232.3925,0.0,28.9095,0.0,0.0,2.423,30.311,2.7512,2022-05-01,0.0,3.8906888453109967
SH,250.214,0.0,52.353,0.0,0.0,2.7778,28.3309,4.1304,2022-06-01,0.0,4.047409612422259
SH,76.4888,0.0,58.6949,0.5348,0.0,2.3285,19.5156,7.667,2022-07-01,0.0,4.2901394083207585
SH,9.3606,0.0,126.5918,0.8914,0.0,12.0341,11.6958,5.8474,2022-08-01,0.0,5.032402724284923
SH,5.071,0.0,109.2093,1.1206,0.0,22.3893,2.0268,5.0748,2022-09-01,0.0,5.790114204252594
SH,7.6434,0.0,68.6893,0.1362,0.0,12.8636,16.2698,2.7109,2022-10-01,0.0,6.1718774761827415
SH,5.6643,0.0,31.7588,0.9844,4.0928,4.9346,6.6611,2.1043,2022-11-01,0.0,6.371434633103035
SH,6.191,0.0,3.8731,0.0339,0.0,1.9056,9.3832,0.5392,2022-12-01,0.0,6.350356196054674
SH,49.034,0.0425,5.3357,0.0,0.0,0.7743,76.8169,0.0086,2023-01-01,0.0,5.937124095358159
SH,38.8844,0.0,9.5628,0.0,0.0,1.1474,29.5242,0.0085,2023-02-01,0.0,5.827103367205034
SH,59.1272,0.0,39.9337,0.0085,0.0,4.9246,20.3004,2.4549,2023-03-01,0.0,5.970713340624389
SH,78.855,0.0,56.419,0.0,0.0,4.7024,31.8534,1.8685,2023-04-01,0.0,6.141867091638831
SH,90.3511,0.0,76.4235,0.0339,0.0,8.7037,4.729,0.8519,2023-05-01,0.0,6.612020621255132
SH,144.0988,0.0,102.3229,0.0,0.0,13.5671,3.7036,4.1223,2023-06-01,0.0,7.268065556775416
SH,7.5381,0.0,91.993,0.6537,0.0594,8.1678,2.6704,1.6046,2023-07-01,0.0,7.8385184124782015
SH,17.2025,1.5623,309.6761,2.8866,0.0,46.811,0.8262,4.2697,2023-08-01,0.0,9.927492398722038
SH,47.3034,398.8174,195.4993,0.9949,0.034,13.7808,3.0422,2.5596,2023-09-01,0.0,13.465940649156217
SH,21.6053,35.4479,83.6885,0.1528,0.034,5.3491,33.49,3.4596,2023-10-01,0.0,13.998264018637208
SH,6.2786,5.9317,54.6774,0.0679,0.0769,12.8891,13.6856,0.9656,2023-11-01,0.0,14.34848653371784
SH,18.813,3.0308,16.1101,0.0255,0.0,6.3964,11.2419,2.2465,2023-12-01,0.0,14.432083340204516
SH,54.3476,2.6532,3.6003,0.0,0.0,2.6435,18.998,0.6725,2024-01-01,0.0,14.373014594851341
SH,0.2477,1.5111,18.0934,0.0,0.0,4.2427,5.6149,0.2722,2024-02-01,0.0,14.479633650974765
SH,5.4602,2.0401,13.9933,0.0,0.4614,1.0149,19.2384,4.0447,2024-03-01,0.0,14.469524538996549
SH,375.4139,47.5709,27.6806,0.0085,0.0171,0.758,132.4658,3.1661,2024-04-01,0.0,14.139478728409738
SH,86.8816,34.4997,24.0694,0.0085,1.7772,9.5318,14.3999,1.1837,2024-05-01,0.0,14.463904792012638
SH,44.7939,107.6747,43.1527,0.0,0.0,11.5008,6.6964,0.5606,2024-06-01,0.0,15.374010243260782
SH,1.4499,34.6031,16.8447,0.0,0.0,4.9798,1.189,0.6127,2024-07-01,0.0,15.697035171195283
SH,0.017,2184.4248,44.7211,0.0,0.0,23.9501,0.0,1.7222,2024-08-01,0.0,28.87271618102346
SH,0.0,5735.9906,437.8591,0.0683,0.0,60.5178,0.0341,4.4032,2024-09-01,0.0,65.32992359132358
SH,0.0,1375.8837,181.6342,0.0,0.2138,43.2545,0.2038,3.5418,2024-10-01,0.0,74.69099753959173
SH,0.0,91.2405,18.054,0.0,0.0,2.7934,3.4706,3.4129,2024-11-01,0.0,75.32617105059562
SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-01,9682.3391,75.32617105059562
ZJ,121.0262,6.5507,91.9966,0.0,0.9294,0.0,0.0,9.2603,2020-01-01,17335.5665,0.44659389476734423
ZJ,133.0997,0.0,42.1129,0.0,0.0,0.0,0.0,7.562,2020-02-01,59.7219,0.6356569017925917
ZJ,280.9711,0.0,37.7666,0.0,0.0257,0.0,29.2682,11.1777,2020-03-01,0.0,0.6739252703491183
ZJ,343.7111,0.0,23.3968,0.0,0.648,0.0,20.0955,3.093,2020-04-01,144.6344,0.6916553847236773
ZJ,556.0011,0.1384,16.1895,0.0,2.725,0.6793,30.9626,0.9572,2020-05-01,0.0,0.6412372659502008
ZJ,567.9652,0.6316,53.2044,0.0,0.7133,0.4221,19.265,1.135,2020-06-01,0.0,0.8015387259314832
ZJ,417.0222,1.6472,175.3219,0.0,0.5974,4.703,4.6936,2.8149,2020-07-01,0.0,1.5987536797630653
ZJ,62.1945,0.0702,875.3806,0.0,0.3054,11.6161,0.68,2.7401,2020-08-01,0.0,5.579498595077103
ZJ,67.9421,0.1396,261.6185,0.0,0.1228,0.8712,2.1244,2.8741,2020-09-01,0.0,6.7495689696196575
ZJ,70.6449,0.5424,115.2154,0.0087,0.1037,0.1392,65.9443,0.4829,2020-10-01,0.0,6.9742937808974
ZJ,52.4728,1.8617,73.2493,0.8598,0.0958,0.2711,76.4889,0.0262,2020-11-01,0.0,6.969754964997687
ZJ,42.5297,0.2536,49.4951,0.6019,0.3974,0.6619,51.6473,0.0172,2020-12-01,0.0,6.965986984597472
ZJ,53.0462,0.1141,54.6098,0.4903,2.0768,1.4418,126.1267,0.1046,2021-01-01,0.0,6.661225474905597
ZJ,54.5794,0.4108,144.931,0.7938,1.6707,2.6829,61.1605,1.2738,2021-02-01,0.0,7.058696901016825
ZJ,149.9355,0.0,97.7169,0.3382,0.2282,4.8726,82.6309,2.2689,2021-03-01,0.0,7.149324169863592
ZJ,293.772,0.0,62.6965,1.7385,0.0,1.3494,107.691,0.7784,2021-04-01,0.0,6.9533824549041
ZJ,322.5762,0.0,57.986,17.7693,0.0344,5.3196,56.9287,1.2189,2021-05-01,0.0,6.982165551222352
ZJ,238.3004,0.0,83.522,22.4964,3.7343,2.5829,50.4559,4.7722,2021-06-01,0.0,7.158974204261625
ZJ,290.9055,0.088,141.3738,3.0305,2.3438,2.411,46.3729,18.6954,2021-07-01,0.0,7.607215720626581
ZJ,207.3918,0.1672,142.7684,3.4877,3.4645,5.2446,18.4255,28.627,2021-08-01,0.0,8.20529427958352
ZJ,203.7458,0.5158,59.1343,7.4182,0.8607,3.1973,20.3838,16.9512,2021-09-01,0.0,8.399795784710552
ZJ,169.8565,0.1837,93.6041,15.5641,2.9746,2.3217,31.3958,11.3447,2021-10-01,0.0,8.703677814644994
ZJ,82.1395,0.0,76.5717,1.5611,1.6689,4.8987,11.3871,1.6355,2021-11-01,0.0,9.025804447877961
ZJ,38.4284,0.0,124.9334,0.0177,0.0172,5.1485,3.4984,5.4375,2021-12-01,0.0,9.59416970017597
ZJ,121.2356,0.0,70.6005,0.0,0.0,4.1541,7.9551,6.2291,2022-01-01,0.0,9.894061522818964
ZJ,84.3747,0.0,90.4091,0.0,0.0,1.1304,16.0517,5.7469,2022-02-01,0.0,10.232958878776898
ZJ,84.1914,0.0,64.7739,0.0,0.0172,1.7299,64.1473,3.8331,2022-03-01,0.0,10.243615443862087
ZJ,85.4926,0.0,85.6755,0.0263,0.1053,1.4914,63.3123,9.7666,2022-04-01,0.0,10.351181789139275
ZJ,156.7047,0.0,182.6934,0.1044,0.0871,9.7345,36.3152,14.3806,2022-05-01,0.0,11.052430192472718
ZJ,259.7643,0.0,110.7219,1.4714,0.0174,22.8245,23.6977,13.5602,2022-06-01,0.0,11.54566659357872
ZJ,341.5055,0.0,100.4241,3.5238,0.149,12.0966,6.9721,7.663,2022-07-01,0.0,12.020188796783703
ZJ,168.7013,0.0176,114.1959,8.5121,2.2389,17.3928,13.1982,18.255,2022-08-01,0.0,12.561825316913511
ZJ,64.9083,0.3766,247.746,6.3767,1.0436,16.8963,20.9583,17.9964,2022-09-01,0.0,13.66220399153616
ZJ,34.419,6.5568,171.669,10.0476,2.6849,10.5126,32.3032,15.0404,2022-10-01,0.0,14.376562883565857
ZJ,59.8307,6.7519,139.6034,20.3546,0.7895,5.5212,28.2993,15.6944,2022-11-01,0.0,14.934898744449498
ZJ,32.9809,1.3385,116.1942,5.3006,2.1756,3.2053,36.1854,3.2617,2022-12-01,0.0,15.32425911350236
ZJ,55.1419,1.0217,113.2307,9.7031,2.8336,2.8579,35.3495,2.4961,2023-01-01,0.0,15.704039932241908
ZJ,24.074,0.3348,66.5102,7.9718,5.0982,4.9908,12.6589,2.2137,2023-02-01,0.0,15.99259863237531
ZJ,55.9993,0.3342,101.3014,10.4527,3.4557,8.1069,10.46,5.7178,2023-03-01,0.0,16.45383481008714
ZJ,142.3892,0.0,104.8686,8.311,2.0939,30.8715,12.1709,4.4625,2023-04-01,0.0,17.017990770804982
ZJ,56.1386,0.0,139.1382,8.9814,1.805,16.7009,13.1921,3.0541,2023-05-01,0.0,17.666498223172546
ZJ,63.002,0.0264,201.2455,15.3008,4.4119,24.8328,16.7763,5.3136,2023-06-01,0.0,18.626070796908323
ZJ,38.3326,0.2105,2252.078,27.554,3.4418,105.8802,11.6344,12.3501,2023-07-01,0.0,29.17612904280099
ZJ,22.0755,11.1611,4360.2761,31.619,37.0683,127.3935,15.9405,4.9523,2023-08-01,0.0,49.46817603171192
ZJ,18.5901,116.8174,2560.023,14.5705,35.0189,135.0512,22.9325,4.2738,2023-09-01,0.0,62.14623364477423
ZJ,22.4709,46.2739,654.0259,7.2177,25.7459,33.1442,39.7045,3.8225,2023-10-01,0.0,65.37631452817953
ZJ,1.777,7.3299,765.6391,24.2782,33.1224,41.6469,23.3067,4.0501,2023-11-01,0.0,69.07754425547526
ZJ,1.3792,10.5965,672.0333,111.133,42.6286,47.2562,20.0675,5.4299,2023-12-01,0.0,72.4556044544505
ZJ,4.3498,15.518,157.2206,818.5722,72.9318,20.1093,17.3045,3.9557,2024-01-01,0.0,73.57111700483763
ZJ,1.0559,7.0074,118.5362,190.2725,1.8709,11.4008,43.5058,1.7962,2024-02-01,0.0,73.99900253796578
ZJ,13.1881,10.9371,93.0536,87.5623,1.3569,7.9967,284.855,9.4738,2024-03-01,0.0,73.22901688798669
ZJ,139.2598,7.9543,131.1819,163.094,6.8311,12.8942,956.234,12.3535,2024-04-01,0.0,69.64926715407533
ZJ,80.9546,6.3993,429.5588,331.9827,93.989,40.6361,257.2753,7.4323,2024-05-01,0.0,71.05584171196054
ZJ,32.887,0.3421,515.6091,256.1549,141.9152,61.8186,49.8248,2.6848,2024-06-01,0.0,74.06313362722952
ZJ,27.7237,4.4401,415.4361,47.8492,26.1717,78.414,22.0514,4.1837,2024-07-01,0.0,76.3186714764647
ZJ,0.988,54.9517,486.1909,91.2494,18.3374,340.5531,1.9945,15.0311,2024-08-01,0.0,80.35035483573796
ZJ,0.1905,534.0396,803.2613,32.8763,15.9433,760.5564,0.6747,29.4466,2024-09-01,0.0,89.83709017994182
ZJ,0.0525,305.6274,192.3915,23.3945,18.9716,149.6365,2.3591,24.4727,2024-10-01,0.0,92.8192758438202
ZJ,0.2015,104.5172,58.4036,34.0265,4.6041,26.4993,30.463,8.2392,2024-11-01,0.0,93.55357275295391
ZJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-01,3975.0711,93.55357275295391
